,event,mid,time,content,$new_sentiment_pre,content4dl
553522072316837888,charliehebdo,553522072316837888,1420804920.0,@SkyNewsBreak So not female then as you reported earlier... 50/50 chance and you got it wrong...,0,@USER So not female then as you reported earlier 5050 chance and you got it wrong
553509102790668289,charliehebdo,553509102790668289,1420801828.0,@NBCNews @Gerson__Souza jihadistas que não querem morrer? Então... Pelos padrões conhecidos esses jihadistas são fruta. Ainda não se mataram,1,@USER @USER jihadistas que não querem morrer Então Pelos padrões conhecidos esses jihadistas são fruta Ainda não se mataram
553521936941461504,charliehebdo,553521936941461504,1420804888.0,@SkyNewsBreak So with so much police presence at #CharlieHebdo scene near airport how secure is the rest of #Paris from other associates?,1,@USER So with so much police presence at CharlieHebdo scene near airport how secure is the rest of Paris from other associates
552822541556129792,charliehebdo,552822541556129792,1420638139.0,"@JonnyDriperty @Telegraph lmao ""false flag"" -u people are mentally on par w the islamo fascists",0,"@USER @USER lmao ""false flag"" u people are mentally on par w the islamo fascists"
553553314273820672,charliehebdo,553553314273820672,1420812369.0,@aha1966 @vvanwilgenburg @koertdebeuf @Annabellvdb @RudiVranckx difference here; warning. No claim they did it,0,@USER @USER @USER @USER @USER difference here warning No claim they did it
552805340228907008,charliehebdo,552805340228907008,1420634038.0,@BBCBreaking a rocket launcher?! What the ...... #justkeepsgettingworse #CharlieHebdo,0,@USER a rocket launcher! What the  justkeepsgettingworse CharlieHebdo
553567072114839553,charliehebdo,553567072114839553,1420815649.0,"@ABC

Time to ban religion.",0,"@USER

Time to ban religion"
553504486116040705,charliehebdo,553504486116040705,1420800727.0,@cnni @CNN You can't die a Martyr with women hostage by your side..you will die a coward on the run..surrender and live.viva LA liberte...,1,@USER @USER You cant die a Martyr with women hostage by your sideyou will die a coward on the runsurrender and liveviva LA liberte
552811450226733058,charliehebdo,552811450226733058,1420635495.0,"“@RT_com: #CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack"" Now that's tolerance for you",0,"@USER CHARLIEHEBDO SHOOTING Gunmen shouted we have avenged the prophet"" during attack"" Now thats tolerance for you"
553590041675460608,charliehebdo,553590041675460608,1420821125.0,“@AFP: #BREAKING Killed Charlie Hebdo suspects came out firing on security forces: source”,0,@USER BREAKING Killed Charlie Hebdo suspects came out firing on security forces source
553537487881388032,charliehebdo,553537487881388032,1420808595.0,@MailOnline @davidjacksmith who kosher in quotations?,1,@USER @USER who kosher in quotations
553557598385881089,charliehebdo,553557598385881089,1420813390.0,@SkyNews it's a false alarm,0,@USER its a false alarm
553587990237171712,charliehebdo,553587990237171712,1420820636.0,“@SkyNewsBreak: AFP: suspected #CharlieHebdo gunmen have been killed” yay,0,@USER AFP suspected CharlieHebdo gunmen have been killed yay
553564345792077824,charliehebdo,553564345792077824,1420814999.0,@theAlexHanson @AFP oh god how convenient it's in a kosher supermarket! How could MOSSAD not be involved in this Lunacy!! Absolute madness,0,@USER @USER oh god how convenient its in a kosher supermarket! How could MOSSAD not be involved in this Lunacy!! Absolute madness
552838116470304770,charliehebdo,552838116470304770,1420641852.0,"he deserves wt happend to him :) 
@RT_com http://t.co/GAybhGHsC1",1,"he deserves wt happend to him ) 
@USER HTTPURL"
553539781716901888,charliehebdo,553539781716901888,1420809142.0,"@QueenSomerholic @WSJ I should watch more crap tv, 'innit Jane?",0,@USER @USER I should watch more crap tv innit Jane
553138650490232833,charliehebdo,553138650490232833,1420713505.0,@Independent alahh akbar alahh akbar alahh akbar alahh akbar alahh akbar alahh akbar alahh akbar alahh akbar alahh akbar alahh akbar alahh,1,@USER alahh akbar alahh akbar alahh akbar alahh akbar alahh akbar alahh akbar alahh akbar alahh akbar alahh akbar alahh akbar alahh
553542958197510145,charliehebdo,553542958197510145,1420809900.0,"@pgoldman16 @JakeTaylor12 
Jake does your mum know you are playing on her phone???",1,"@USER @USER 
Jake does your mum know you are playing on her phone"
553880854754516992,charliehebdo,553880854754516992,1420890461.0,@KashifRashid101 @riseup4gaza @AnshelPfeffer http://t.co/8y4g0KnATh,1,@USER @USER @USER HTTPURL
553575125657071616,charliehebdo,553575125657071616,1420817569.0,"@SkyNewsBreak Since late 1950s, GENESIS of training of Freedom Fighters was CUBA, USSRs KGB, SYRIA, N. KOREA, AND CHINA",1,@USER Since late 1950s GENESIS of training of Freedom Fighters was CUBA USSRs KGB SYRIA N KOREA AND CHINA
553474568657334273,charliehebdo,553474568657334273,1420793594.0,@BBCBreaking Detain? Shoot the fuckers.,0,@USER Detain Shoot the fuckers
552785972233244672,charliehebdo,552785972233244672,1420629420.0,"@BillcabbyCutts @SkyNewsBreak what lone wolves, this is a massive pack of angry vicious wolves",0,@USER @USER what lone wolves this is a massive pack of angry vicious wolves
552798207802372097,charliehebdo,552798207802372097,1420632337.0,An important time to watch @FRANCE24 streaming live on @YouTube - https://t.co/rFogEvMxu1 #CharlieHebdo,1,An important time to watch @USER streaming live on @USER  HTTPURL CharlieHebdo
552831002356506624,charliehebdo,552831002356506624,1420640156.0,@nika7k @notrexmurphy Apparently they didn't think so. :(,0,@USER @USER Apparently they didnt think so (
553550417272258560,charliehebdo,553550417272258560,1420811678.0,@Reuters @Breaking3zero   Selon Reuters,1,@USER @USER   Selon Reuters
553537270909644801,charliehebdo,553537270909644801,1420808544.0,@ABC Do their SWAT teams have guns or are they armed with stale croissants?,0,@USER Do their SWAT teams have guns or are they armed with stale croissants
553506466192437248,charliehebdo,553506466192437248,1420801199.0,"@cnnbrk Let's just hope the French police is able to keep them alive then ! They're not martyrs, they're murdering criminals .....",1,@USER Lets just hope the French police is able to keep them alive then ! Theyre not martyrs theyre murdering criminals 
553590716698742784,charliehebdo,553590716698742784,1420821286.0,@PzFeed This was really ct sided,0,@USER This was really ct sided
553134474649944064,charliehebdo,553134474649944064,1420712510.0,.@BBCBreaking that ID card could easily have been planted by the murderers. Hope no one innocent gets hurt.,0,@USER that ID card could easily have been planted by the murderers Hope no one innocent gets hurt
552798674045386752,charliehebdo,552798674045386752,1420632449.0,@DailyMirror The #CharlieHebdo #gunman asked for victims by name? #BeggarsBelief it truly does!,1,@USER The CharlieHebdo gunman asked for victims by name BeggarsBelief it truly does!
553657636483530752,charliehebdo,553657636483530752,1420837241.0,"@prashantqc @BBCBreaking Hey guys,  put away the pens. It's just another one of those routine French ""firefights"" that happen so often",0,"@USER @USER Hey guys  put away the pens Its just another one of those routine French ""firefights"" that happen so often"
552811036529549312,charliehebdo,552811036529549312,1420635396.0,@AmateurPolSc @jessicaelgot Theo van Gogh anyone?,1,@USER @USER Theo van Gogh anyone
553509415090130944,charliehebdo,553509415090130944,1420801902.0,@Telegraph @AlexanderCPlumb How are they planning to resolve a hostage situation with a tank?!,0,@USER @USER How are they planning to resolve a hostage situation with a tank!
553179053336035329,charliehebdo,553179053336035329,1420723138.0,“@Telegraph: ‘Banksy’ Instagram tribute to #CharlieHebdo victims  (Pic: Lucille Clerc) http://t.co/iZsE5LaSFL” Brilliant picture,1,@USER ‘Banksy’ Instagram tribute to CharlieHebdo victims  (Pic Lucille Clerc) HTTPURL Brilliant picture
553484780093050880,charliehebdo,553484780093050880,1420796029.0,Gendarmerie arrive at the hostage taking in Dammartin-en-Goele. Latest: http://t.co/7N7uvClhWY (Pic:Martmann/Reuters) http://t.co/kntlzzmvHm,1,Gendarmerie arrive at the hostage taking in DammartinenGoele Latest HTTPURL (PicMartmannReuters) HTTPURL
552785749293408256,charliehebdo,552785749293408256,1420629367.0,@SkyNews False Flag.,0,@USER False Flag
553521732901142528,charliehebdo,553521732901142528,1420804839.0,@SkyNewsBreak I strongly condemn this barbaric attack against all humankind as a Turkish Muslim. #NotInMyName http://t.co/qt8yGdrv8L,0,@USER I strongly condemn this barbaric attack against all humankind as a Turkish Muslim NotInMyName HTTPURL
553557639268159488,charliehebdo,553557639268159488,1420813400.0,@SkyNewsBreak now confirmed to be a false alarm. ....  😶,0,@USER now confirmed to be a false alarm   facewithoutmouth
553121732387946496,charliehebdo,553121732387946496,1420709472.0,One suspect in the #CharlieHebdo shooting has handed himself in; two others remain at large: http://t.co/B8B2db88l6 http://t.co/cXVCGoxGzD,1,One suspect in the CharlieHebdo shooting has handed himself in two others remain at large HTTPURL HTTPURL
553174421158907906,charliehebdo,553174421158907906,1420722034.0,@monaeltahawy @LucilleClerc Extreme Islamists who should be in prison. Betcha it will happen. #mona,0,@USER @USER Extreme Islamists who should be in prison Betcha it will happen mona
552833994501685248,charliehebdo,552833994501685248,1420640870.0,@marcomura @SkyNews Allah Akhbar!  This is NOT what peaceful Islam teaches #JeSuisCharlie,0,@USER @USER Allah Akhbar!  This is NOT what peaceful Islam teaches JeSuisCharlie
553547846612295681,charliehebdo,553547846612295681,1420811065.0,@haaretzcom @AhmetHez you must be paranoid to think that America is trying to take over your MIDDLE EAST have it ungrateful people,0,@USER @USER you must be paranoid to think that America is trying to take over your MIDDLE EAST have it ungrateful people
552837246177775618,charliehebdo,552837246177775618,1420641645.0,@Charles_Lister freedom fighters from Yemen,1,@USER freedom fighters from Yemen
553478228040359939,charliehebdo,553478228040359939,1420794467.0,"@rt_com: BREAKING: At least 1 killed, severeal injured during shootout w/ #CharlieHebdo attack suspects - local media http://t.co/R8Bktsnebv",0,@USER BREAKING At leastkilled severeal injured during shootout w CharlieHebdo attack suspects  local media HTTPURL
553535829017370625,charliehebdo,553535829017370625,1420808200.0,#BREAKING - At least five hostages in Paris kosher supermarket: (AFP) https://t.co/4yt6nafpIg #Vincennes http://t.co/Vnyhqye2ps,1,BREAKING  At least five hostages in Paris kosher supermarket (AFP) HTTPURL Vincennes HTTPURL
553634608374632448,charliehebdo,553634608374632448,1420831751.0,"@dandemoustier 
No I didn't think it was Banksy but just that it  was a powerful message.
Sent it today on a postcard to Charlie Hebdo.",1,"@USER 
No I didnt think it was Banksy but just that it  was a powerful message
Sent it today on a postcard to Charlie Hebdo"
552815540721291265,charliehebdo,552815540721291265,1420636470.0,"Terrifying account. Attackers spoke perfect French, eyewitness says RT  http://t.co/n1uLNlY9bf via @humanite_fr http://t.co/snAKGl1XkX",1,Terrifying account Attackers spoke perfect French eyewitness says RT  HTTPURL via @USER HTTPURL
553598325640167424,charliehebdo,553598325640167424,1420823100.0,"@Reuters so sorry that a hostage is dead.  France stand up to this terror and never forget, liberte egalite fraternite",1,@USER so sorry that a hostage is dead  France stand up to this terror and never forget liberte egalite fraternite
553484760233017344,charliehebdo,553484760233017344,1420796024.0,The area northeast of Paris where shots were fired in the manhunt for Charlie Hebdo attackers http://t.co/0W4gaarWcf http://t.co/4ejWR9SMM4,1,The area northeast of Paris where shots were fired in the manhunt for Charlie Hebdo attackers HTTPURL HTTPURL
552850359266197504,charliehebdo,552850359266197504,1420644771.0,Hhmmmm… *ambil lup* “@Slate: Witnesses say the Charlie Hebdo gunmen identified themselves as members of al-Qaida: http://t.co/Ch14vfUpYU,0,Hhmmmm… *ambil lup* @USER Witnesses say the Charlie Hebdo gunmen identified themselves as members of alQaida HTTPURL
553114449683283968,charliehebdo,553114449683283968,1420707735.0,"@BBCBreaking Baby photo contest are involved, you voted offline publications Tweet thank you
  http://t.co/Cf3z3jOxyx",1,"@USER Baby photo contest are involved you voted offline publications Tweet thank you
  HTTPURL"
553605694923231232,charliehebdo,553605694923231232,1420824857.0,@Irenekenny4 @BBCBreaking are saying that the people who did the shooting don't deserve what was coming to them. Just stop talking.,0,@USER @USER are saying that the people who did the shooting dont deserve what was coming to them Just stop talking
553600701277159424,charliehebdo,553600701277159424,1420823667.0,"@Reuters http://t.co/dlXZMQAF20
http://t.co/Gm9TtpOXmk
http://t.co/UKf1wEb90Z
http://t.co/nQH3VV2c3d
http://t.co/fF2sK3hb9T",0,"@USER HTTPURL
HTTPURL
HTTPURL
HTTPURL
HTTPURL"
553539889237884928,charliehebdo,553539889237884928,1420809168.0,@Daroff @AP israel needs to send 2000 planes and start taking the Jews out of France,1,@USER @USER israel needs to sendplanes and start taking the Jews out of France
552824027409305600,charliehebdo,552824027409305600,1420638493.0,"@Telegraph @TelegraphNews CIA SAS MOSAD take you pick. Can't trust anything, blackflag social nudging or just stupid young men so sad",0,@USER @USER CIA SAS MOSAD take you pick Cant trust anything blackflag social nudging or just stupid young men so sad
553553590800117760,charliehebdo,553553590800117760,1420812435.0,@rConflictNews @Steiner1776 the main word is UNconfirmed,1,@USER @USER the main word is UNconfirmed
552814302785449984,charliehebdo,552814302785449984,1420636175.0,@SkyNewsBreak Cowards killing unarmed cartoonists.,0,@USER Cowards killing unarmed cartoonists
553546581900029952,charliehebdo,553546581900029952,1420810764.0,“@AFPphoto: At least two killed in hostage drama east of Paris. Photo @MartinBureau1 #AFP http://t.co/MUwkmUENwN”,1,@USER At least two killed in hostage drama east of Paris Photo @USER AFP HTTPURL
552872478264291329,charliehebdo,552872478264291329,1420650045.0,"Shocking... ""@BBCBreaking Police say 12 now dead in #CharlieHebdo attack including 2 police officers http://t.co/T8FFDcjMdi""",0,"Shocking ""@USER Police saynow dead in CharlieHebdo attack includingpolice officers HTTPURL"
553558249719742464,charliehebdo,553558249719742464,1420813546.0,@featstyIes @VoiceOfZouis @iankeithtom Y a un homme armée,1,@USER @USER @USER Y a un homme armée
553516405484969984,charliehebdo,553516405484969984,1420803569.0,"@EtDaum @Marsattaqueblog @Telegraph exact, mal vu ;)",0,@USER @USER @USER exact mal vu )
553537379097919491,charliehebdo,553537379097919491,1420808570.0,@SkyNews disgusting little cowards can only behave this way when they r hidden behind weapons #littleboys,0,@USER disgusting little cowards can only behave this way when they r hidden behind weapons littleboys
552806751746396160,charliehebdo,552806751746396160,1420634374.0,“@Colvinius: “@LePoint: #CharlieHebdo : “The cartoonists Charb &amp; cabu are dead.” http://t.co/DulWZcURCu http://t.co/vbQMAW7MC0”” @hyzaidi,0,@USER @USER CharlieHebdo  The cartoonists Charb amp cabu are dead HTTPURL HTTPURL @USER
553552954297692160,charliehebdo,553552954297692160,1420812283.0,@tsrosenberg @BklynMiddleton that's my mistake. Thanks!,1,@USER @USER thats my mistake Thanks!
552811730204499969,charliehebdo,552811730204499969,1420635561.0,@RT_com this is messed up,0,@USER this is messed up
553497259476647936,charliehebdo,553497259476647936,1420799004.0,@sophistifunk @afneil Suits me.,1,@USER @USER Suits me
553587367983194113,charliehebdo,553587367983194113,1420820488.0,@France24_en @slone Great job!!,1,@USER @USER Great job!!
552801651556630531,charliehebdo,552801651556630531,1420633158.0,@jenanmoussa @akhbar i think the video is banned from the authorities temporary,1,@USER @USER i think the video is banned from the authorities temporary
552829042895114240,charliehebdo,552829042895114240,1420639689.0,"@98Halima The Muslim faith is a proud and peaceful religion and I have no problem with them, only the ones that kill and blow people up.",1,@USER The Muslim faith is a proud and peaceful religion and I have no problem with them only the ones that kill and blow people up
552826615315828736,charliehebdo,552826615315828736,1420639110.0,@CecileBrisson @benavu54 @LePoint Baruch Dayan Haemet,1,@USER @USER @USER Baruch Dayan Haemet
552794047338004481,charliehebdo,552794047338004481,1420631345.0,RT @MailOnline: Charlie Hebdo gunmen reportedly heard shouting: 'Prophet has been avenged' http://t.co/luJrEaAcTd http://t.co/v0UCl8HPsn,0,RT @USER Charlie Hebdo gunmen reportedly heard shouting Prophet has been avenged HTTPURL HTTPURL
552808549349199872,charliehebdo,552808549349199872,1420634803.0,@Colvinius @LePoint A tragedy.,0,@USER @USER A tragedy
553476044284772352,charliehebdo,553476044284772352,1420793946.0,"rt @AP: Operation to detain massacre suspects unfolding in Dammartin-en-Goele, about 25 miles northeast of Paris: http://t.co/N07ErR4sRW",1,rt @USER Operation to detain massacre suspects unfolding in DammartinenGoele aboutmiles northeast of Paris HTTPURL
552833728414621696,charliehebdo,552833728414621696,1420640806.0,@BBCBreaking I can't believe they were able to just walk out.,0,@USER I cant believe they were able to just walk out
553139335844093952,charliehebdo,553139335844093952,1420713669.0,@Telegraph @HUMPTYSCRUMPTY Poignant,1,@USER @USER Poignant
553317384648679424,charliehebdo,553317384648679424,1420756119.0,@AnonOpsLegion Not Banksy! But good anyway.,1,@USER Not Banksy! But good anyway
552808243169624065,charliehebdo,552808243169624065,1420634730.0,@ofehr_en very sure (listen to shouting in videos). probably nuts returning from isis holly war.  @ynetnews,1,@USER very sure (listen to shouting in videos) probably nuts returning from isis holly war  @USER
553537439172939776,charliehebdo,553537439172939776,1420808584.0,"@WSJ If these are home grown muslim terrorists inspired by jihad, the same could happen here in America!",0,@USER If these are home grown muslim terrorists inspired by jihad the same could happen here in America!
552784701107486720,charliehebdo,552784701107486720,1420629117.0,@SkyNewsBreak @ProSyndicate watch yourself in Paris bud,1,@USER @USER watch yourself in Paris bud
553009507186393088,charliehebdo,553009507186393088,1420682715.0,@No_Idteaots @Mama4Obama1 @JeffersonObama I slammed Islam not the people. They need reformation and the lack of movement shows no interest.,0,@USER @USER @USER I slammed Islam not the people They need reformation and the lack of movement shows no interest
553536493856489472,charliehebdo,553536493856489472,1420808359.0,"Now TWO hostage situations RT “@AP: BREAKING: Paris prosecutor: Gunman w/ hostages in kosher market in eastern Paris; police SWAT on scene.""",1,"Now TWO hostage situations RT @USER BREAKING Paris prosecutor Gunman w hostages in kosher market in eastern Paris police SWAT on scene"""
553553174108602368,charliehebdo,553553174108602368,1420812335.0,"@PzFeed  typical these types,got their asses handed to by the big boys,now they trying to make a statement by bullying the little guy.",0,@USER  typical these typesgot their asses handed to by the big boysnow they trying to make a statement by bullying the little guy
552822267491909632,charliehebdo,552822267491909632,1420638074.0,@AgnesCPoirier @YaakovLappin They were murdered in cold blood,0,@USER @USER They were murdered in cold blood
552831533934202880,charliehebdo,552831533934202880,1420640283.0,@SkyNewsBreak I hope that this can be brought to a conclusion with no further death/blood,1,@USER I hope that this can be brought to a conclusion with no further deathblood
553534782920200192,charliehebdo,553534782920200192,1420807951.0,@guardian @yudnin a Jewish grocery,1,@USER @USER a Jewish grocery
552793785747660801,charliehebdo,552793785747660801,1420631283.0,Et merde. “@AFPphoto: #CharlieHebdo -  11 dead including 2 police in Paris shooting. Photo @MartinBureau1 #AFP http://t.co/MFpQhJPBfz”,1,Et merde @USER CharlieHebdo  dead includingpolice in Paris shooting Photo @USER AFP HTTPURL
553536236493615104,charliehebdo,553536236493615104,1420808297.0,Breaking: Armed man linked to Charlie Hebdo suspects takes hostages at kosher grocery store in east Paris  http://t.co/t1SKHe7p2y,1,Breaking Armed man linked to Charlie Hebdo suspects takes hostages at kosher grocery store in east Paris  HTTPURL
553353167480815616,charliehebdo,553353167480815616,1420764650.0,@IAMMGraham @MurtazaGeoNews you got that right brother,1,@USER @USER you got that right brother
553483429527162881,charliehebdo,553483429527162881,1420795707.0,@AngieB5 freedom cannot be curtlaied to fit this or that agenda Them finally getting 'it' as what it means to be free in one's head will be,1,@USER freedom cannot be curtlaied to fit this or that agenda Them finally getting it as what it means to be free in ones head will be
553546869507624961,charliehebdo,553546869507624961,1420810832.0,Are they unsure of the hechsher? RT @MailOnline Feared at least 5 hostages are being held in Paris 'kosher' grocery http://t.co/3ghwhRwTQU,0,Are they unsure of the hechsher RT @USER Feared at leasthostages are being held in Paris kosher grocery HTTPURL
553589380590616576,charliehebdo,553589380590616576,1420820968.0,@RT_com dead men don't talk.,0,@USER dead men dont talk
553506760083116032,charliehebdo,553506760083116032,1420801269.0,@cnnbrk @CNN Please take them alive. Let them rot in French #Geetmeaux! Death is way too easy a way out for these 2.,0,@USER @USER Please take them alive Let them rot in French Geetmeaux! Death is way too easy a way out for these 2
553033223203090432,charliehebdo,553033223203090432,1420688369.0,@vcs_17 @World_newsstand @doubtinggaurav mistranslated especially the English versions. To follow that would be to follow a false religion,0,@USER @USER @USER mistranslated especially the English versions To follow that would be to follow a false religion
552792544132997121,charliehebdo,552792544132997121,1420630987.0,BREAKING Charlie Hebdo latest: 11 dead 10 wounded (five critical) two gunmen unaccounted for http://t.co/kjW3uwCV0f http://t.co/9K8ICs97Be,1,BREAKING Charlie Hebdo latestdeadwounded (five critical) two gunmen unaccounted for HTTPURL HTTPURL
553606001157734400,charliehebdo,553606001157734400,1420824930.0,"@malmakak mkonen li pa a la mode anko, but mjust share article la..",1,@USER mkonen li pa a la mode anko but mjust share article la
553590779814608896,charliehebdo,553590779814608896,1420821301.0,"“@bobbydtv: “@AP: BREAKING: Police official: Suspects in Charlie Hebdo massacre killed, hostage freed.”",0,@USER @USER BREAKING Police official Suspects in Charlie Hebdo massacre killed hostage freed
553328191902068736,charliehebdo,553328191902068736,1420758695.0,@NBCNews @danpgabriel geez the story keeps changing. Hey Dan any idea why the cop that was shot at point blank range in the head any blood?,0,@USER @USER geez the story keeps changing Hey Dan any idea why the cop that was shot at point blank range in the head any blood
553637038218809346,charliehebdo,553637038218809346,1420832330.0,@SkyNews well done the french if the bastards come over here the best in the business  the SAS will hunt them down,1,@USER well done the french if the bastards come over here the best in the business  the SAS will hunt them down
553577990060539904,charliehebdo,553577990060539904,1420818252.0,@duesouth22 the terrorist had meeting with président #Sarkozy in 2009 http://t.co/wZPuxpvqqq @WSJ,0,@USER the terrorist had meeting with président Sarkozy inHTTPURL @USER
553535693008666624,charliehebdo,553535693008666624,1420808168.0,NOW: Police confirm to @ABC there is a second hostage situation underway in eastern Paris.,1,NOW Police confirm to @USER there is a second hostage situation underway in eastern Paris
553502137041166336,charliehebdo,553502137041166336,1420800167.0,@TelegraphPics @kufr666 @heathcliffom so much for media not reporting locations of police/military units.,0,@USER @USER @USER so much for media not reporting locations of policemilitary units
552997039563235329,charliehebdo,552997039563235329,1420679743.0,"“@HuffPostCanada: ""Banksy"" reacts to #CharlieHebdo attack with poignant drawing http://t.co/u4TlBKCdgj http://t.co/zCJRPKVhfx”",1,"@USER ""Banksy"" reacts to CharlieHebdo attack with poignant drawing HTTPURL HTTPURL"
553605325849657344,charliehebdo,553605325849657344,1420824769.0,@CmdrNinja @BBCBreaking I always beleived that a reporter of a big journal has very strick principles and don't report LIES and DON'T ACUSE!,0,@USER @USER I always beleived that a reporter of a big journal has very strick principles and dont report LIES and DONT ACUSE!
552990796702814208,charliehebdo,552990796702814208,1420678254.0,“@MelanieTait: Banksy says #JeSuisCharlie in a beautiful way (vi @lukeeve) http://t.co/ZXnsOenpbz”,1,@USER Banksy says JeSuisCharlie in a beautiful way (vi @USER HTTPURL
553478359670591489,charliehebdo,553478359670591489,1420794498.0,@BBCBreaking I thought this might happen more will die they want to be martyrs . Tragic!,1,@USER I thought this might happen more will die they want to be martyrs  Tragic!
552835987366486016,charliehebdo,552835987366486016,1420641345.0,"@squidtheyid that's my only point. It appears they were probably extremist muslims, however that doesn't justify Tommys assumptions",0,@USER thats my only point It appears they were probably extremist muslims however that doesnt justify Tommys assumptions
553142197592547329,charliehebdo,553142197592547329,1420714351.0,@deathendless @bbclysedoucet there is a thin line between muslims and extremists and I don't want to be blinded that they are not the same!,1,@USER @USER there is a thin line between muslims and extremists and I dont want to be blinded that they are not the same!
553183053523476480,charliehebdo,553183053523476480,1420724092.0,@ABC see what happens when you put down people.,1,@USER see what happens when you put down people
553551702243434496,charliehebdo,553551702243434496,1420811984.0,@PzFeed @lissa3213love A black Muslim,0,@USER @USER A black Muslim
552832817089236992,charliehebdo,552832817089236992,1420640589.0,Stills from eyewitness video show two #CharlieHebdo attackers wearing hoods &amp; black clothing shoot a wounded man http://t.co/IX8Wys3p5M,0,Stills from eyewitness video show two CharlieHebdo attackers wearing hoods amp black clothing shoot a wounded man HTTPURL
553505863827079168,charliehebdo,553505863827079168,1420801056.0,@RT_com who gave them thinking of martyr? Those continually hurting Muslims by their irrespective behavior for Messenger of God.,0,@USER who gave them thinking of martyr Those continually hurting Muslims by their irrespective behavior for Messenger of God
552885022940606464,charliehebdo,552885022940606464,1420653036.0,@ivanapreiss @kerbstrar8 @peterallenparis @rascouet So the French cartoonists had it coming to them? This is the West's fault?,1,@USER @USER @USER @USER So the French cartoonists had it coming to them This is the Wests fault
553589250382655488,charliehebdo,553589250382655488,1420820937.0,@euronews  well this is good new...,1,@USER  well this is good new
553546903842222080,charliehebdo,553546903842222080,1420810840.0,@JulienPain @FRANCE24 faces of evil.,1,@USER @USER faces of evil
553485693583118336,charliehebdo,553485693583118336,1420796247.0,“@guardiannews: What we know so far about the major operation northeast of Paris #CharlieHebdo http://t.co/LST6wA3Zgj http://t.co/pujVV1jwoT,1,@USER What we know so far about the major operation northeast of Paris CharlieHebdo HTTPURL HTTPURL
553545028145266688,charliehebdo,553545028145266688,1420810393.0,@SkyNewsBreak @Schopenhauer66 No deaths have been reported on French TV news,1,@USER @USER No deaths have been reported on French TV news
553542537181290496,charliehebdo,553542537181290496,1420809799.0,@RT_com @paolavela https://t.co/Beehnoo6p5,1,@USER @USER HTTPURL
553542405551431682,charliehebdo,553542405551431682,1420809768.0,Oh this is dreadful... @AFP #BREAKING At least two killed in hostage drama east of Paris: source,0,Oh this is dreadful @USER BREAKING At least two killed in hostage drama east of Paris source
553595729617244160,charliehebdo,553595729617244160,1420822481.0,"@Parisiennes007 @NBCNews 
Still in denial trying to convince yrself that d terrorist attacks,no connected? 
Same denial as in the last yrs?",0,"@USER @USER 
Still in denial trying to convince yrself that d terrorist attacksno connected 
Same denial as in the last yrs"
553541744587853824,charliehebdo,553541744587853824,1420809610.0,“@AFP: #BREAKING At least two killed in hostage drama east of #Paris: source”,1,@USER BREAKING At least two killed in hostage drama east of Paris source
553140828823379968,charliehebdo,553140828823379968,1420714025.0,@Telegraph u jesu ruzni...?,1,@USER u jesu ruzni
553486514299351040,charliehebdo,553486514299351040,1420796442.0,"@WSJ “Gülen's Condemnation Message of Terrorism”
http://t.co/UgTjRAnYGT
http://t.co/wbEQIDmNH1
http://t.co/51XTa9uFR4",1,"@USER Gülens Condemnation Message of Terrorism
HTTPURL
HTTPURL
HTTPURL"
553654772411428864,charliehebdo,553654772411428864,1420836558.0,@earth_orbit This matter look like a Hollywood movie scene few seconds of shooting and it was all over. http://t.co/DnYakNsAqT,0,@USER This matter look like a Hollywood movie scene few seconds of shooting and it was all over HTTPURL
553550697128796161,charliehebdo,553550697128796161,1420811745.0,@Reuters And 2 or 3 people killed. Unconfirmed.,1,@USER Andorpeople killed Unconfirmed
553218325481021441,charliehebdo,553218325481021441,1420732501.0,@BBCOS Keep doing Mossad/CIA work by churning out fake news.,0,@USER Keep doing MossadCIA work by churning out fake news
552799468928528385,charliehebdo,552799468928528385,1420632638.0,"@JoshElliott32 @AP En France:soudain, ils prononcent le mot T",1,@USER @USER En Francesoudain ils prononcent le mot T
553542048318763008,charliehebdo,553542048318763008,1420809683.0,“@AFP: #BREAKING At least two killed in hostage drama east of Paris: source” #Vincennes,1,@USER BREAKING At least two killed in hostage drama east of Paris source Vincennes
552810138114195456,charliehebdo,552810138114195456,1420635182.0,Unconfirmed reports gunmen asked for people by name before killing editor and cartoonist http://t.co/26GC840I9k #CharlieHebdo,0,Unconfirmed reports gunmen asked for people by name before killing editor and cartoonist HTTPURL CharlieHebdo
552790540454862851,charliehebdo,552790540454862851,1420630509.0,@LibyaLiberty Rocket freaking LAUNCHER?! Damn...,1,@USER Rocket freaking LAUNCHER! Damn
553553541659656192,charliehebdo,553553541659656192,1420812423.0,@rConflictNews Got it.,1,@USER Got it
553480232909676545,charliehebdo,553480232909676545,1420794945.0,"@timwhistles I have 3 boys, a daughter, and a wife of 28 years. 2 are in college, ones in the military. Wtf do you have? Nothing. Get bent.",0,@USER I haveboys a daughter and a wife ofyearsare in college ones in the military Wtf do you have Nothing Get bent
553484231700410369,charliehebdo,553484231700410369,1420795898.0,@AngieB5 Arabic peninsula/salafists/integrists/islamists which are not muslims these clerics are like nazis Germans are not big nuance,0,@USER Arabic peninsulasalafistsintegristsislamists which are not muslims these clerics are like nazis Germans are not big nuance
